stand_id,stand_name,location
11267,Gila monster,Porter
11268,Common langur,Ruskin
11269,Civet (unidentified),Aberg
11270,African bush squirrel,Graceland
11271,"Insect, stick",Rigney
11272,"Otter, cape clawless",Vera
11273,"Hyena, spotted",Walton
11274,"Crow, american",Kennedy
11275,"Vulture, white-rumped",Talmadge
11276,White-cheeked pintail,Sycamore
11277,Llama,Ridge Oak
11278,"Wallaby, river",Northwestern
11279,"Eagle, tawny",Heath
11280,Small-clawed otter,Melby
11281,"Magpie, black-backed",Washington
11282,Brazilian tapir,Grover
11283,Lapwing (unidentified),Bluejay
11284,Chital,South
11285,"Peccary, white-lipped",Rockefeller
11286,"Monkey, red howler",Sheridan
11287,Scaly-breasted lorikeet,Roxbury
11288,Madagascar fruit bat,Kingsford
11289,"Lizard, mexican beaded",Westerfield
11290,"Lizard, desert spiny",Briar Crest
11291,Australian spiny anteater,Toban
11292,Australian brush turkey,Boyd
11293,"Cat, kaffir",Menomonie
11294,"Tern, white-winged",Hovde
11295,"Pelican, brown",Dexter
11296,"Anteater, australian spiny",Truax
11297,"Weaver, white-browed sparrow",School
11298,Boat-billed heron,Barby
11299,Brown brocket,Bonner
11300,"Starling, superb",Surrey
11301,Red-tailed wambenger,West
11302,"Bleu, blue-breasted cordon",Scofield
11303,Prairie falcon,Shelley
11304,Two-toed sloth,School
11305,"Dragon, ornate rock",Reinke
11306,Common rhea,Bluejay
11307,Striped hyena,New Castle
11308,"Coot, red-knobbed",Little Fleur
11309,"Spoonbill, european",Buhler
11310,"Vulture, white-headed",Old Shore
11311,Nyala,Saint Paul
11312,"Gull, kelp",Sloan
11313,"Plover, blacksmith",Bartelt
11314,African lion,Crescent Oaks
11315,Jaguar,Amoth
11316,Richardson's ground squirrel,International
11317,Southern tamandua,Vermont
11318,"Stork, openbill",Onsgard
11319,Sloth bear,Boyd
11320,Red lava crab,Summer Ridge
11321,African polecat,Starling
11322,"Crane, stanley",Buena Vista
11323,Brazilian tapir,Rutledge
11324,Baleen whale,Del Sol
11325,"Wildebeest, blue",Paget
11326,"Trumpeter, dark-winged",Bowman
11327,Galapagos tortoise,Dayton
11328,Ringtail cat,Dovetail
11329,Koala,Kensington
11330,"Wallaby, whip-tailed",Grover
11331,Sea birds (unidentified),Annamark
11332,"Dog, raccoon",Porter
11333,"Siskin, yellow-rumped",Bellgrove
11334,Jungle cat,Graceland
11335,Topi,Atwood
11336,"Duck, mountain",Annamark
11337,Eastern quoll,Pepper Wood
11338,Warthog,Grover
11339,Steller sea lion,Bobwhite
11340,Tiger snake,Evergreen
11341,Tiger snake,Scofield
11342,Rhesus monkey,Fair Oaks
11343,"Sheep, stone",Dryden
11344,Barking gecko,Mesta
11345,Meerkat,Westerfield
11346,"Mongoose, yellow",Buell
11347,Cereopsis goose,Oak
11348,"Zorro, common",Becker
11349,"Hedgehog, south african",Prentice
11350,Roe deer,Esch
11351,"Cormorant, pied",Pine View
11352,Spotted wood sandpiper,Utah
11353,"Goldeneye, barrows",Shasta
11354,Coke's hartebeest,Crownhardt
11355,Andean goose,Anniversary
11356,Common wombat,Fallview
11357,"Stork, painted",Dorton
11358,"Bleu, blue-breasted cordon",Grim
11359,Red squirrel,Prairieview
11360,"Buffalo, african",Harper
11361,"Kite, black",Merry
11362,"Bulbul, african red-eyed",David
11363,Green heron,Oriole
11364,Common raccoon,Shasta
11365,"Hoopoe, eurasian",Buena Vista
11366,Andean goose,Tennessee
11367,Australian sea lion,Boyd
11368,"Peacock, blue",Trailsway
11369,Common wallaroo,Raven
11370,Yellow-bellied marmot,Park Meadow
11371,"Starling, red-shouldered glossy",Fulton
11372,"Lion, steller's sea",Grim
11373,Weeper capuchin,Iowa
11374,Darwin ground finch (unidentified),3rd
11375,"Skua, great",Golf
11376,Two-banded monitor,Eastwood
11377,Collared lizard,Magdeline
11378,Nine-banded armadillo,Carey
11379,Vicuna,Roxbury
11380,Nelson ground squirrel,Waubesa
11381,"Whale, long-finned pilot",Saint Paul
11382,Helmeted guinea fowl,Lakewood
11383,"Crane, black-crowned",Morning
11384,Egyptian viper,Union
11385,Large-eared bushbaby,Alpine
11386,"Gorilla, western lowland",Lotheville
11387,Javan gold-spotted mongoose,Delaware
11388,Galapagos penguin,Kingsford
11389,Currasow (unidentified),Sage
11390,"Vulture, bengal",Corben
11391,Vervet monkey,Caliangt
11392,White-tailed deer,Melvin
11393,"Flicker, campo",Caliangt
11394,Black and white colobus,Elmside
11395,Magnificent frigate bird,Lien
11396,"Butterfly, canadian tiger swallowtail",Arapahoe
11397,"Moccasin, water",Dahle
11398,Black-eyed bulbul,Donald
11399,Roan antelope,Marcy
11400,"Lizard, goanna",Goodland
11401,Field flicker,Northview
11402,"Dragon, netted rock",Bayside
11403,Short-nosed bandicoot,Jay
11404,"Kangaroo, black-faced",Everett
11405,Bushbuck,Kim
11406,Yellow-billed stork,Riverside
11407,"Siskin, pine",Carpenter
11408,Miner's cat,Sullivan
11409,Long-finned pilot whale,Northridge
11410,"Heron, yellow-crowned night",Northview
11411,"Kangaroo, brush-tailed rat",Tomscot
11412,Yellow mongoose,Red Cloud
11413,Wood pigeon,Schlimgen
11414,"Shrike, crimson-breasted",Miller
11415,"Bulbul, african red-eyed",1st
11416,"Thrasher, curve-billed",Ridgeview
11417,Russian dragonfly,2nd
11418,Argalis,Cardinal
11419,"Ferret, black-footed",Granby
11420,Canadian river otter,Schmedeman
11421,"Ox, musk",Sauthoff
11422,"Wallaby, red-necked",Monterey
11423,White-fronted capuchin,Eagle Crest
11424,Malay squirrel (unidentified),Vidon
11425,"Opossum, american virginia",Dawn
11426,Cook's tree boa,Saint Paul
11427,Weeper capuchin,Thierer
11428,Yellow-billed stork,Fulton
11429,Emerald-spotted wood dove,David
11430,"Glider, sugar",Main
11431,Tammar wallaby,Weeping Birch
11432,"Beaver, eurasian",Arrowood
11433,"Turtle, snake-necked",Fairfield
11434,"Cat, cape wild",Reinke
11435,"Skunk, western spotted",Clarendon
11436,"Wildebeest, blue",Algoma
11437,"Flamingo, lesser",Buell
11438,Blue crane,American Ash
11439,African buffalo,Grover
11440,Cobra (unidentified),Loftsgordon
11441,"Wolf, mexican",Oakridge
11442,"Whale, southern right",Westport
11443,"Puma, south american",Lerdahl
11444,Old world fruit bat (unidentified),Oak Valley
11445,Impala,Prairie Rose
11446,Fisher,Stang
11447,"Gazer, sun",Blue Bill Park
11448,Jungle kangaroo,Northfield
11449,"Starfish, crown of thorns",Hudson
11450,"Goose, andean",Amoth
11451,"Heron, giant",Ruskin
11452,Black-throated butcher bird,Spohn
11453,"Stork, saddle-billed",Schurz
11454,Sidewinder,Roxbury
11455,White-necked stork,Morrow
11456,"Fox, asian red",Forest Dale
11457,Lappet-faced vulture,Gina
11458,African clawless otter,Moose
11459,Giant heron,Russell
11460,Wood pigeon,Hallows
11461,Ring-tailed coatimundi,Sutteridge
11462,"Cardinal, red-capped",Corry
11463,"Tern, white-winged black",Raven
11464,Desert kangaroo rat,Saint Paul
11465,"Penguin, little blue",Swallow
11466,Red lava crab,Iowa
11467,California sea lion,Manley
11468,Red lava crab,Butterfield
11469,"Glider, feathertail",Hudson
11470,"Gecko, tokay",Jackson
11471,"Weaver, red-billed buffalo",Reinke
11472,"Deer, barasingha",Hoepker
11473,"Starling, superb",Monterey
11474,Common brushtail possum,Cherokee
11475,"Kangaroo, western grey",Ronald Regan
11476,"Hyena, spotted",Burrows
11477,Blue and gold macaw,Buena Vista
11478,"Dog, raccoon",Bluestem
11479,"Polecat, african",Canary
11480,"Weaver, lesser masked",Sherman
11481,African buffalo,Cherokee
11482,Wood pigeon,Sherman
11483,Bush dog,Hermina
11484,Slender-billed cockatoo,Schmedeman
11485,"Langur, common",7th
11486,"Tortoise, desert",Kinsman
11487,"Lion, california sea",Gale
11488,"Elephant, asian",Lawn
11489,"Rhinoceros, square-lipped",Mayfield
11490,"Eagle, long-crested hawk",Becker
11491,Honey badger,Milwaukee
11492,"Ass, asiatic wild",Hermina
11493,Netted rock dragon,Merrick
11494,White-fronted capuchin,Evergreen
11495,"Moorhen, purple",Pennsylvania
11496,North American porcupine,1st
11497,Sambar,Roxbury
11498,House sparrow,Melrose
11499,Cheetah,Pankratz
11500,"Genet, small-spotted",Longview
11501,Numbat,Stephen
11502,Scaly-breasted lorikeet,Comanche
11503,Rhesus monkey,Warrior
11504,"Kangaroo, brush-tailed rat",Scott
11505,"Antelope, roan",Longview
11506,Roseate cockatoo,Jenna
11507,Black and white colobus,Kinsman
11508,Pine squirrel,Leroy
11509,White-throated robin,Maple Wood
11510,Black-crowned crane,4th
11511,"Crake, african black",Debra
11512,Purple grenadier,Meadow Vale
11513,Baleen whale,Kropf
11514,"Penguin, magellanic",Kingsford
11515,"Waterbuck, common",Carey
11516,"Armadillo, nine-banded",Westport
11517,Smith's bush squirrel,Straubel
11518,"Cardinal, black-throated",Laurel
11519,Galapagos albatross,Farragut
11520,Steller sea lion,Carey
11521,Blue catfish,Manufacturers
11522,Hyrax,Barnett
11523,"Goose, canada",Eagle Crest
11524,"Capuchin, weeper",Hazelcrest
11525,Puku,Ludington
11526,"Elk, Wapiti",Maywood
11527,Gila monster,Reindahl
11528,Bush dog,Fuller
11529,Galapagos penguin,Parkside
11530,Great white pelican,Stang
11531,White-fronted capuchin,Lakeland
11532,Long-tailed jaeger,Hagan
11533,Mallard,Lunder
11534,"Phascogale, brush-tailed",Fairfield
11535,"Deer, spotted",Jenifer
11536,Crowned eagle,Sycamore
11537,"Rhinoceros, black",Katie
11538,"Spurfowl, yellow-necked",Steensland
11539,"Opossum, american virginia",Chive
11540,Sea birds (unidentified),Melby
11541,Savanna baboon,6th
11542,White-browed owl,Killdeer
11543,"Rat, desert kangaroo",Chive
11544,"Caracara, yellow-headed",Continental
11545,"Buffalo, asian water",Sloan
11546,"Skunk, striped",Scofield
11547,"Owl, white-browed",Thierer
11548,"Deer, savannah",Transport
11549,Magistrate black colobus,Sunnyside
11550,Violet-crested turaco,Mcbride
11551,Turtle (unidentified),Reinke
11552,"Rat, desert kangaroo",Paget
11553,Cheetah,Thackeray
11554,House sparrow,Muir
11555,Black-tailed prairie dog,Claremont
11556,"Roller, lilac-breasted",Lunder
11557,"Elk, Wapiti",Bellgrove
11558,"Chipmunk, least",Esch
11559,Marabou stork,Sheridan
11560,"Kite, black",Summerview
11561,"Crow, american",Kedzie
11562,Two-toed sloth,Fieldstone
11563,American alligator,Onsgard
11564,Long-tailed spotted cat,Steensland
11565,Black-faced kangaroo,Sugar
11566,"Jackal, black-backed",Duke
11567,Huron,Menomonie
11568,"Stork, white",Maple Wood
11569,Black bear,Oak Valley
11570,Great cormorant,Granby
11571,Striated heron,2nd
11572,Carpet python,Killdeer
11573,Cape clawless otter,Mcguire
11574,"Caracara, yellow-headed",Golf Course
11575,"Lemming, collared",Coleman
11576,Common duiker,Lighthouse Bay
11577,Monitor lizard (unidentified),Kipling
11578,"Quoll, eastern",Scofield
11579,Hoffman's sloth,Fulton
11580,"Quoll, spotted-tailed",Ryan
11581,"Skunk, western spotted",Nelson
11582,"Armadillo, giant",Meadow Vale
11583,Wolf spider,Oneill
11584,"Kudu, greater",Chive
11585,Ferruginous hawk,Longview
11586,"Stork, white-necked",Luster
11587,Mexican beaded lizard,Beilfuss
11588,Barking gecko,Independence
11589,Eastern white pelican,Anzinger
11590,"Snake, carpet",Sachtjen
11591,"Kiskadee, great",Buell
11592,"Lion, mountain",David
11593,"Moorhen, purple",6th
11594,Common melba finch,Valley Edge
11595,"Colobus, black and white",Elgar
11596,Sugar glider,Grayhawk
11597,Saddle-billed stork,Luster
11598,Gaur,Butterfield
11599,Blackish oystercatcher,Jenifer
11600,"Possum, golden brush-tailed",Lillian
11601,Bushpig,Meadow Vale
11602,"Eagle, african fish",Del Sol
11603,"Cobra, egyptian",Marcy
11604,"Cat, european wild",7th
11605,"Seal, northern elephant",Sundown
11606,Crab-eating raccoon,Melody
11607,Pied kingfisher,Northport
11608,Jaguarundi,Kenwood
11609,"Whale, long-finned pilot",Coolidge
11610,Great egret,4th
11611,"Bleu, blue-breasted cordon",Riverside
11612,Brown brocket,Arizona
11613,Lesser flamingo,Sloan
11614,"Trumpeter, green-winged",Thierer
11615,"Pigeon, wood",Crowley
11616,"Weaver, chestnut",Stoughton
11617,Blesbok,Dakota
11618,Gray rhea,Monument
11619,Short-beaked echidna,Farmco
11620,"Deer, mule",Nevada
11621,Long-tailed spotted cat,Grasskamp
11622,Blue racer,Dapin
11623,Arctic fox,Dayton
11624,Striped skunk,Golf View
11625,"Wallaby, tammar",Darwin
11626,Common turkey,Glendale
11627,"Bird, red-billed tropic",Pankratz
11628,Brown hyena,Goodland
11629,"Dik, kirk's dik",Warbler
11630,Onager,Artisan
11631,Prehensile-tailed porcupine,Old Shore
11632,"Goldeneye, barrows",Moland
11633,"Fox, blue",Bay
11634,Blue wildebeest,Welch
11635,Bent-toed gecko,Oneill
11636,Oriental short-clawed otter,Stang
11637,"Nutcracker, clark's",Di Loreto
11638,"Baboon, savanna",7th
11639,"Opossum, american virginia",Loomis
11640,Sable antelope,Namekagon
11641,"Sloth, two-toed tree",Parkside
11642,Galapagos penguin,Cambridge
11643,"Skua, long-tailed",Pond
11644,"Wallaby, dama",Mandrake
11645,"Bulbul, african red-eyed",Service
11646,"Shrew, mandras tree",Crownhardt
11647,"Ox, musk",Main
11648,Galapagos hawk,Briar Crest
11649,"Snake, buttermilk",Lakewood
11650,Red-billed tropic bird,Mallory
11651,Common mynah,Acker
11652,"Colobus, black and white",West
11653,Feathertail glider,Fairfield
11654,Yellow-billed stork,Montana
11655,Violet-eared waxbill,Lakewood
11656,Tiger snake,Stang
11657,"Vulture, white-rumped",Buena Vista
11658,"Monitor, white-throated",Mcguire
11659,"Vulture, black",Lighthouse Bay
11660,African skink,Bellgrove
11661,Weeper capuchin,Evergreen
11662,"Sungazer, yellow-brown",Monterey
11663,Asian openbill,Little Fleur
11664,Wild turkey,Ilene
11665,"Bandicoot, southern brown",Crowley
11666,Levaillant's barbet,Londonderry
11667,Lesser flamingo,Kipling
11668,"Flamingo, greater",2nd
11669,Yellow-headed caracara,Nancy
11670,"Bird, bare-faced go away",Clove
11671,Lesser double-collared sunbird,Carioca
11672,African wild cat,Northridge
11673,"Snake, eastern indigo",Rigney
11674,"Jackal, indian",Columbus
11675,Grey phalarope,Fordem
11676,Grey fox,Fair Oaks
11677,Striated heron,School
11678,Boat-billed heron,West
11679,"Penguin, fairy",Montana
11680,"Vulture, black",Ruskin
11681,Common dolphin,Pepper Wood
11682,"Sandgrouse, yellow-throated",John Wall
11683,Roan antelope,Sunbrook
11684,"Dragonfly, russian",Warbler
11685,Sloth bear,Milwaukee
11686,Bontebok,Continental
11687,"Cardinal, black-throated",Emmet
11688,Indian jackal,Texas
11689,"Cormorant, neotropic",Meadow Vale
11690,"Crake, african black",Northport
11691,"Barbet, black-collared",Mosinee
11692,"Mongoose, javan gold-spotted",Oak
11693,Laughing kookaburra,Morrow
11694,Tasmanian devil,Lunder
11695,"Shark, blue",Trailsway
11696,"Crane, blue",La Follette
11697,Spectacled caiman,Crowley
11698,King vulture,Stoughton
11699,"Boa, columbian rainbow",Meadow Ridge
11700,"Cormorant, great",Cardinal
11701,"Lynx, african",Bashford
11702,"Crane, sandhill",Haas
11703,Green heron,Manufacturers
11704,"Vulture, lappet-faced",Morningstar
11705,"Kangaroo, jungle",Pepper Wood
11706,Australian sea lion,Montana
11707,"Vulture, bengal",Roth
11708,"Hyena, striped",Derek
11709,"Lapwing, southern",Trailsway
11710,"Snake, western patch-nosed",International
11711,Brown pelican,Vermont
11712,Lapwing (unidentified),Brickson Park
11713,Blue-faced booby,Dunning
11714,"Eagle, crowned",Dryden
11715,"Salmon, sockeye",Dawn
11716,Red phalarope,Independence
11717,"Wombat, southern hairy-nosed",Fordem
11718,European wild cat,Nelson
11719,"Deer, savannah",Grasskamp
11720,Mountain duck,Stuart
11721,"Eagle, tawny",Lillian
11722,American marten,Stone Corner
11723,Peregrine falcon,Starling
11724,Small-spotted genet,Hintze
11725,Pronghorn,Main
11726,Common pheasant,Jay
11727,Mexican wolf,Dayton
11728,Red-knobbed coot,Green Ridge
11729,African porcupine,New Castle
11730,"Monster, gila",Graceland
11731,"Phalarope, northern",Ramsey
11732,Grison,Dwight
11733,"Dik, kirk's dik",Mallory
11734,Madagascar fruit bat,Brickson Park
11735,"Rhea, gray",Ramsey
11736,"Sungazer, yellow-brown",4th
11737,"Porcupine, indian",Mallard
11738,"Squirrel, african bush",Sugar
11739,Old world fruit bat (unidentified),Claremont
11740,"Wambenger, red-tailed",Park Meadow
11741,"Stork, greater adjutant",Atwood
11742,Racer snake,Little Fleur
11743,"Pie, rufous tree",Oneill
11744,Galah,Kedzie
11745,"Crane, sandhill",Twin Pines
11746,Red howler monkey,Carioca
11747,Musk ox,Schlimgen
11748,Butterfly (unidentified),Randy
11749,Dama wallaby,Hoard
11750,King cormorant,Kenwood
11751,"Jackal, indian",American
11752,Asian water buffalo,Morning
11753,"Dove, laughing",Portage
11754,Black and white colobus,Londonderry
11755,"Bandicoot, southern brown",Daystar
11756,"Cockatoo, roseate",Briar Crest
11757,"Lizard, frilled",Pearson
11758,"Possum, common brushtail",Rowland
11759,Red-winged blackbird,Di Loreto
11760,"Egret, cattle",Merchant
11761,"White-eye, pale",Surrey
11762,Yellow-throated sandgrouse,West
11763,Southern sea lion,Weeping Birch
11764,"Eagle, bateleur",Summerview
11765,Great kiskadee,Magdeline
11766,Water moccasin,Stoughton
11767,Margay,Westend
11768,Aardwolf,Esker
11769,"Rhinoceros, black",Sheridan
11770,"Fox, north american red",Wayridge
11771,Vervet monkey,Coolidge
11772,Tree porcupine,Sutteridge
11773,"Rattlesnake, dusky",Hoffman
11774,Black kite,Montana
11775,Old world fruit bat (unidentified),Texas
11776,Brazilian otter,Barby
11777,Javanese cormorant,Parkside
11778,Mudskipper (unidentified),Waubesa
11779,"Whale, killer",Atwood
11780,Galapagos tortoise,Katie
11781,"Anteater, giant",Northland
11782,"Boa, mexican",Grim
11783,Blue-faced booby,Iowa
11784,Weeper capuchin,Meadow Ridge
11785,"Vulture, black",Oak
11786,"Rhinoceros, square-lipped",Heath
11787,Cape raven,Mcguire
11788,American buffalo,Continental
11789,Green heron,Sloan
11790,Carmine bee-eater,Loftsgordon
11791,"Crake, african black",Green Ridge
11792,Flightless cormorant,Rigney
11793,Cape raven,Butterfield
11794,Seven-banded armadillo,Surrey
11795,"Monitor, water",Rieder
11796,Crowned eagle,Alpine
11797,Rhesus macaque,Michigan
11798,Asian foreset tortoise,John Wall
11799,"Squirrel, thirteen-lined",Lindbergh
11800,Purple moorhen,Rusk
11801,Lizard (unidentified),Waxwing
11802,"Buffalo, asian water",Cherokee
11803,Magellanic penguin,Saint Paul
11804,"Goose, andean",Monterey
11805,"Colobus, white-mantled",Debs
11806,Australian sea lion,Stone Corner
11807,"Spoonbill, european",Carberry
11808,Cheetah,Darwin
11809,"Sheep, stone",Judy
11810,"Cormorant, neotropic",Alpine
11811,Coyote,Haas
11812,"Godwit, hudsonian",Spohn
11813,"Racer, blue",Golf View
11814,"Deer, spotted",Little Fleur
11815,"Dove, laughing",Jenifer
11816,"Ferret, black-footed",Schlimgen
11817,Western bearded dragon,Merchant
11818,Hyrax,Butternut
11819,Little cormorant,Summer Ridge
11820,"Magpie, black-backed",Westend
11821,Crab-eating raccoon,Anniversary
11822,"Tortoise, desert",Norway Maple
11823,"Legaan, Monitor (unidentified)",Sycamore
11824,Arctic fox,Kennedy
11825,"Tenrec, tailless",Park Meadow
11826,"Pelican, brown",Burning Wood
11827,"Pelican, australian",Moland
11828,Southern white-crowned shrike,Fisk
11829,"Kudu, greater",Fieldstone
11830,"Hornbill, red-billed",Canary
11831,Miner's cat,Birchwood
11832,"Lion, asian",Northridge
11833,Russian dragonfly,Portage
11834,Bobcat,Monica
11835,"Stork, white",Katie
11836,"Darter, african",Packers
11837,Cheetah,Lighthouse Bay
11838,"Quoll, eastern",Carpenter
11839,Red-billed hornbill,Florence
11840,Blackbuck,Lillian
11841,"Spider, wolf",Ridgeview
11842,"Woodpecker, downy",Killdeer
11843,Silver gull,Village Green
11844,Asiatic jackal,Pierstorff
11845,Red phalarope,Stephen
11846,"Raccoon, crab-eating",Myrtle
11847,Snowy owl,Derek
11848,"Turkey, australian brush",Melody
11849,"Crab, red lava",Hoffman
11850,"Badger, eurasian",Fremont
11851,Sable antelope,Riverside
11852,"Kangaroo, black-faced",Barby
11853,"Roller, lilac-breasted",Forster
11854,Hawk-headed parrot,Longview
11855,"Heron, little",Vahlen
11856,African clawless otter,Crest Line
11857,Red-breasted nuthatch,Maple
11858,South American puma,Hagan
11859,Western pygmy possum,Redwing
11860,"Porcupine, crested",Orin
11861,"Baboon, yellow",Basil
11862,"Hen, sage",Union
11863,Red-tailed wambenger,Brown
11864,Sociable weaver,Autumn Leaf
11865,"Squirrel, pine",Lillian
11866,Turtle (unidentified),Jay
11867,"Deer, swamp",Arizona
11868,"Waxbill, violet-eared",Browning
11869,Black-backed jackal,Fallview
11870,Blue duck,Vidon
11871,Blue fox,Hoepker
11872,Crimson-breasted shrike,Ramsey
11873,Sportive lemur,Holy Cross
11874,"Lion, steller's sea",Briar Crest
11875,"Civet, small-toothed palm",Mcguire
11876,"Owl, australian masked",Farragut
11877,"Bulbul, black-eyed",Northport
11878,Black-necked stork,Declaration
11879,"Whale, southern right",Novick
11880,Common turkey,Forest Run
11881,"Eagle, long-crested hawk",Roth
11882,Blue fox,Golf View
11883,Hummingbird (unidentified),Leroy
11884,"Caracara, yellow-headed",Elgar
11885,"Lorikeet, scaly-breasted",Summit
11886,Gulls (unidentified),Derek
11887,Yellow-brown sungazer,Russell
11888,White-browed owl,Knutson
11889,"Magpie, black-backed",Briar Crest
11890,"Monitor, two-banded",Sauthoff
11891,Red-necked phalarope,Rutledge
11892,Chilean flamingo,Arapahoe
11893,"White-eye, pale",5th
11894,"Wallaby, dama",International
11895,"Cardinal, red-capped",Banding
11896,Red deer,Pierstorff
11897,Emu,Ridgeway
11898,Pied avocet,Harper
11899,"Sheep, red",Milwaukee
11900,"Goose, cape barren",Donald
11901,"Capuchin, brown",Northport
11902,Gambel's quail,Mockingbird
11903,"Heron, gray",Kings
11904,White-tailed jackrabbit,Spaight
11905,"Beaver, american",Pierstorff
11906,Puku,Mcguire
11907,Fork-tailed drongo,Hauk
11908,"Francolin, swainson's",Lakewood
11909,White-necked raven,Elka
11910,Flying fox (unidentified),Algoma
11911,Four-horned antelope,Sundown
11912,"Eagle, african fish",Sherman
11913,Springbok,Lillian
11914,Burmese black mountain tortoise,Sauthoff
11915,Asiatic wild ass,Commercial
11916,"Bear, sloth",Dakota
11917,Ringtail cat,Drewry
11918,Common nighthawk,Eggendart
11919,Red-legged pademelon,Pine View
11920,Golden eagle,Vermont
11921,"Egret, snowy",Talisman
11922,Greater adjutant stork,Portage
11923,Currasow (unidentified),Havey
11924,"Cat, european wild",Mesta
11925,"Crab, red lava",Brentwood
11926,Black-tailed prairie dog,Del Mar
11927,Australian brush turkey,Lunder
11928,"Lion, asian",Little Fleur
11929,Snowy egret,Del Sol
11930,Crab (unidentified),Almo
11931,"Spurfowl, yellow-necked",Sachs
11932,Sugar glider,Mariners Cove
11933,"Possum, golden brush-tailed",Schurz
11934,Red phalarope,Rigney
11935,"Possum, western pygmy",Banding
11936,Racer snake,Del Mar
11937,"Ferret, black-footed",Cody
11938,"Deer, savannah",Moulton
11939,Tawny frogmouth,Browning
11940,Common turkey,Buell
11941,Argalis,Randy
11942,"Weaver, lesser masked",Superior
11943,"Francolin, swainson's",Westridge
11944,Sun gazer,Porter
11945,"Snake, green vine",Ilene
11946,American badger,Vernon
11947,Spotted hyena,Burning Wood
11948,Blue duck,Northwestern
11949,Tyrant flycatcher,North
11950,Brazilian tapir,Erie
11951,Common pheasant,Redwing
11952,Eastern quoll,Northview
11953,Blue duck,Arapahoe
11954,Mexican boa,Grover
11955,"Crow, pied",North
11956,Tawny frogmouth,Lakewood Gardens
11957,Eastern grey kangaroo,Sundown
11958,"Deer, black-tailed",International
11959,"Flamingo, lesser",Mosinee
11960,Little grebe,Marquette
11961,"Goose, greylag",Pawling
11962,Emu,Dunning
11963,Agama lizard (unidentified),Petterle
11964,"Siskin, pine",Ryan
11965,Helmeted guinea fowl,Melby
11966,"Badger, european",Esch
11967,"Duck, mountain",Golden Leaf
11968,Gila monster,Lillian
11969,Bahama pintail,Burning Wood
11970,"Avocet, pied",Golf View
11971,"Monkey, rhesus",Sutherland
11972,Kirk's dik dik,La Follette
11973,"Jackal, silver-backed",Helena
11974,Black-crowned night heron,Coolidge
11975,Sportive lemur,Ryan
11976,"Lemming, collared",Merchant
11977,Striped hyena,Lighthouse Bay
11978,Currasow (unidentified),Packers
11979,Wattled crane,Pond
11980,Tyrant flycatcher,Clyde Gallagher
11981,South American puma,Rieder
11982,Indian mynah,Susan
11983,Malachite kingfisher,Kropf
11984,Canadian tiger swallowtail butterfly,Division
11985,"Bear, sloth",Talmadge
11986,"Waterbuck, defassa",Autumn Leaf
11987,Red-billed toucan,Summit
11988,Gaur,Fremont
11989,"Goose, cereopsis",Warbler
11990,"Turkey, australian brush",Bay
11991,Tokay gecko,Monica
11992,Puma,Saint Paul
11993,Thirteen-lined squirrel,Sachs
11994,Kelp gull,Corben
11995,"Boubou, southern",Armistice
11996,"Peacock, blue",Hooker
11997,Gerbil (unidentified),Forest
11998,"Flamingo, chilean",Vahlen
11999,Yellow-billed stork,Del Sol
12000,"Opossum, american virginia",Oakridge
12001,Gila monster,Corry
12002,"Owl, burrowing",Arkansas
12003,"Albatross, waved",Hallows
12004,"Monkey, rhesus",Kipling
12005,"Devil, tasmanian",Pankratz
12006,"Rattlesnake, dusky",Barnett
12007,Lappet-faced vulture,Utah
12008,"Gnu, brindled",Luster
12009,"Boa, mexican",Arizona
12010,Tree porcupine,Brickson Park
12011,"Pelican, australian",Westport
12012,"Goat, mountain",Ridgeway
12013,"Magpie, black-backed",Kinsman
12014,Verreaux's sifaka,Calypso
12015,"Langur, common",Northland
12016,"Falcon, peregrine",Mayfield
12017,"Deer, red",Manufacturers
12018,"Penguin, galapagos",Scofield
12019,African lynx,Bayside
12020,"Phascogale, red-tailed",Lotheville
12021,Impala,Oak Valley
12022,Eurasian badger,Miller
12023,"Lorikeet, scaly-breasted",Ruskin
12024,Roseat flamingo,Brentwood
12025,Malay squirrel (unidentified),Holy Cross
12026,"Goldeneye, common",Amoth
12027,Brown antechinus,Roxbury
12028,"Owl, white-browed",Mayfield
12029,Grizzly bear,Crest Line
12030,"Shark, blue",Dryden
12031,Sage grouse,Quincy
12032,"Lion, california sea",Delaware
12033,Jaguar,Hintze
12034,"Hedgehog, south african",Kipling
12035,Woodchuck,Gulseth
12036,Blue and yellow macaw,Lighthouse Bay
12037,"Deer, red",Straubel
12038,Blackbuck,Norway Maple
12039,Southern tamandua,Bowman
12040,Emu,Vera
12041,"Moccasin, water",Pankratz
12042,Little blue penguin,Nancy
12043,"Skua, long-tailed",Weeping Birch
12044,Eagle owl (unidentified),Anzinger
12045,Mourning collared dove,Pine View
12046,Pale white-eye,Weeping Birch
12047,Indian tree pie,Texas
12048,Frilled dragon,Novick
12049,Pine siskin,Oakridge
12050,Indian jackal,Monument
12051,Desert spiny lizard,Nelson
12052,"Sloth, hoffman's",Brentwood
12053,"Heron, giant",Ludington
12054,"Eagle, african fish",David
12055,"Creeper, black-tailed tree",Lukken
12056,"Polecat, african",Buena Vista
12057,Impala,Petterle
12058,Bahama pintail,Donald
12059,Magistrate black colobus,Pine View
12060,"Cat, ringtail",Vidon
12061,"Goat, mountain",Red Cloud
